"","STOCKJOIN","SERIESNAME","SERIESYEAR","SERIESAMT","AMT_MULTIPLIER","AMT_VARIANCE"
"3932","OROCKBSAI2016","EBS_trawl_biomass_mtons",2013,40,1,NA
"3933","OROCKBSAI2016","EBS_trawl_biomass_mtons",2014,28,1,NA
"3934","OROCKBSAI2016","EBS_trawl_biomass_mtons",2015,143,1,NA
"3935","OROCKBSAI2016","EBS_trawl_biomass_mtons",2016,20,1,NA
"3936","OROCKBSAI2016","AI_trawl_biomass_mtons",1980,35,1,NA
"3937","OROCKBSAI2016","AI_trawl_biomass_mtons",1983,1146,1,NA
"3938","OROCKBSAI2016","AI_trawl_biomass_mtons",1986,2943,1,NA
"3939","OROCKBSAI2016","AI_trawl_biomass_mtons",1991,555,1,NA
"3940","OROCKBSAI2016","AI_trawl_biomass_mtons",1994,314,1,NA
"3941","OROCKBSAI2016","AI_trawl_biomass_mtons",1997,1306,1,NA
"3942","OROCKBSAI2016","AI_trawl_biomass_mtons",2000,1423,1,NA
"3943","OROCKBSAI2016","AI_trawl_biomass_mtons",2002,1003,1,NA
"3944","OROCKBSAI2016","AI_trawl_biomass_mtons",2004,7079,1,NA
"3945","OROCKBSAI2016","AI_trawl_biomass_mtons",2006,7723,1,NA
"3946","OROCKBSAI2016","AI_trawl_biomass_mtons",2010,1198,1,NA
"3947","OROCKBSAI2016","AI_trawl_biomass_mtons",2012,579,1,NA
"3948","OROCKBSAI2016","AI_trawl_biomass_mtons",2014,6595,1,NA
"3949","OROCKBSAI2016","AI_trawl_biomass_mtons",2016,2471,1,NA
"3950","OROCKBSAI2016","BS_slope_trawl_biomass_mtons",2002,16978,1,NA
"3951","OROCKBSAI2016","BS_slope_trawl_biomass_mtons",2004,18824,1,NA
"3952","OROCKBSAI2016","BS_slope_trawl_biomass_mtons",2008,26082,1,NA
"3953","OROCKBSAI2016","BS_slope_trawl_biomass_mtons",2010,29482,1,NA
"3954","OROCKBSAI2016","BS_slope_trawl_biomass_mtons",2012,29617,1,NA
"3955","OROCKBSAI2016","BS_slope_trawl_biomass_mtons",2016,35978,1,NA
"3956","POLLOCKWCWYK2016","Acoustic_trawl_biomass_mtons",1994,492593,1,NA
"3957","POLLOCKWCWYK2016","Acoustic_trawl_biomass_mtons",1995,763612,1,NA
"3958","POLLOCKWCWYK2016","Acoustic_trawl_biomass_mtons",1996,777172,1,NA
"3959","POLLOCKWCWYK2016","Acoustic_trawl_biomass_mtons",1997,583017,1,NA
"3960","POLLOCKWCWYK2016","Acoustic_trawl_biomass_mtons",1998,504774,1,NA
"3961","POLLOCKWCWYK2016","Acoustic_trawl_biomass_mtons",2000,448638,1,NA
"3962","POLLOCKWCWYK2016","Acoustic_trawl_biomass_mtons",2001,432749,1,NA
"3963","POLLOCKWCWYK2016","Acoustic_trawl_biomass_mtons",2002,256743,1,NA
"3964","POLLOCKWCWYK2016","Acoustic_trawl_biomass_mtons",2003,317269,1,NA
"3965","POLLOCKWCWYK2016","Acoustic_trawl_biomass_mtons",2004,330753,1,NA
"3966","POLLOCKWCWYK2016","Acoustic_trawl_biomass_mtons",2005,356117,1,NA
"3967","POLLOCKWCWYK2016","Acoustic_trawl_biomass_mtons",2006,293609,1,NA
"3968","POLLOCKWCWYK2016","Acoustic_trawl_biomass_mtons",2007,180881,1,NA
"3969","POLLOCKWCWYK2016","Acoustic_trawl_biomass_mtons",2008,208032,1,NA
"3970","POLLOCKWCWYK2016","Acoustic_trawl_biomass_mtons",2009,265971,1,NA
"3971","POLLOCKWCWYK2016","Acoustic_trawl_biomass_mtons",2010,429730,1,NA
"3972","POLLOCKWCWYK2016","Acoustic_trawl_biomass_mtons",2012,335836,1,NA
"3973","POLLOCKWCWYK2016","Acoustic_trawl_biomass_mtons",2013,891261,1,NA
"3974","POLLOCKWCWYK2016","Acoustic_trawl_biomass_mtons",2014,842138,1,NA
"3975","POLLOCKWCWYK2016","Acoustic_trawl_biomass_mtons",2015,845306,1,NA
"3976","POLLOCKWCWYK2016","Acoustic_trawl_biomass_mtons",2016,665059,1,NA
"3977","POLLOCKWCWYK2016","GOA_trawl_biomass_mtons",1990,817040,1,NA
"3978","POLLOCKWCWYK2016","GOA_trawl_biomass_mtons",1993,747942,1,NA
"3979","POLLOCKWCWYK2016","GOA_trawl_biomass_mtons",1996,659604,1,NA
"3980","POLLOCKWCWYK2016","GOA_trawl_biomass_mtons",1999,601969,1,NA
"3981","POLLOCKWCWYK2016","GOA_trawl_biomass_mtons",2001,220141,1,NA
"3982","POLLOCKWCWYK2016","GOA_trawl_biomass_mtons",2003,394333,1,NA
"3983","POLLOCKWCWYK2016","GOA_trawl_biomass_mtons",2005,354209,1,NA
"3984","POLLOCKWCWYK2016","GOA_trawl_biomass_mtons",2007,278541,1,NA
"3985","POLLOCKWCWYK2016","GOA_trawl_biomass_mtons",2009,662557,1,NA
"3986","POLLOCKWCWYK2016","GOA_trawl_biomass_mtons",2011,660207,1,NA
"3987","POLLOCKWCWYK2016","GOA_trawl_biomass_mtons",2013,947877,1,NA
"3988","POLLOCKWCWYK2016","GOA_trawl_biomass_mtons",2015,705443,1,NA
"3989","POLLOCKWCWYK2016","ADFG_GOA_crab_gf_mtons",1989,214434,1,NA
"3990","POLLOCKWCWYK2016","ADFG_GOA_crab_gf_mtons",1990,114451,1,NA
"3991","POLLOCKWCWYK2016","ADFG_GOA_crab_gf_mtons",1992,127359,1,NA
"3992","POLLOCKWCWYK2016","ADFG_GOA_crab_gf_mtons",1993,132849,1,NA
"3993","POLLOCKWCWYK2016","ADFG_GOA_crab_gf_mtons",1994,103420,1,NA
"3994","POLLOCKWCWYK2016","ADFG_GOA_crab_gf_mtons",1996,122477,1,NA
"3995","POLLOCKWCWYK2016","ADFG_GOA_crab_gf_mtons",1997,93728,1,NA
"3996","POLLOCKWCWYK2016","ADFG_GOA_crab_gf_mtons",1998,81215,1,NA
"3997","POLLOCKWCWYK2016","ADFG_GOA_crab_gf_mtons",1999,53587,1,NA
"3998","POLLOCKWCWYK2016","ADFG_GOA_crab_gf_mtons",2000,102871,1,NA
"3999","POLLOCKWCWYK2016","Acoustic_trawl_biomass_mtons",1992,713429,1,NA
"4000","POLLOCKWCWYK2016","Acoustic_trawl_biomass_mtons",1993,435753,1,NA
"4001","POLLOCKWCWYK2016","ADFG_GOA_crab_gf_mtons",2001,86967,1,NA
"4002","POLLOCKWCWYK2016","ADFG_GOA_crab_gf_mtons",2002,96237,1,NA
"4003","POLLOCKWCWYK2016","ADFG_GOA_crab_gf_mtons",2003,66989,1,NA
"4004","POLLOCKWCWYK2016","ADFG_GOA_crab_gf_mtons",2004,99358,1,NA
"4005","POLLOCKWCWYK2016","ADFG_GOA_crab_gf_mtons",2005,79089,1,NA
"4006","POLLOCKWCWYK2016","ADFG_GOA_crab_gf_mtons",2006,69044,1,NA
"4007","POLLOCKWCWYK2016","ADFG_GOA_crab_gf_mtons",2007,76674,1,NA
"4008","POLLOCKWCWYK2016","ADFG_GOA_crab_gf_mtons",2008,83476,1,NA
"4009","POLLOCKWCWYK2016","ADFG_GOA_crab_gf_mtons",2009,145438,1,NA
"4010","POLLOCKWCWYK2016","ADFG_GOA_crab_gf_mtons",2010,124110,1,NA
"4011","POLLOCKWCWYK2016","ADFG_GOA_crab_gf_mtons",2011,100839,1,NA
"4012","POLLOCKWCWYK2016","ADFG_GOA_crab_gf_mtons",2012,172007,1,NA
"4013","POLLOCKWCWYK2016","ADFG_GOA_crab_gf_mtons",2013,102406,1,NA
"4014","POLLOCKWCWYK2016","ADFG_GOA_crab_gf_mtons",2014,100158,1,NA
"4015","POLLOCKWCWYK2016","ADFG_GOA_crab_gf_mtons",2015,42277,1,NA
"4016","POLLOCKWCWYK2016","ADFG_GOA_crab_gf_mtons",2016,18470,1,NA
"4017","POLLOCKWCWYK2016","Summer_acoustic_biomass_mtons",2013,884049,1,NA
"4018","POLLOCKWCWYK2016","Summer_acoustic_biomass_mtons",2015,1482668,1,NA
"4019","POLLOCKSEO2016","random_effects_model",2014,46443,1,NA
"4020","POLLOCKSEO2016","random_effects_model",2015,44087,1,NA
"4021","POLLOCKSEO2016","random_effects_model",2016,44087,1,NA
"4022","POLLOCKSEO2016","random_effects_model",2017,44087,1,NA
"4023","POLLOCKSEO2016","random_effects_model",2018,44087,1,NA
"4024","POLLOCKSEO2016","GOA_trawl_biomass_mtons",1990,26101,1,NA
"4025","POLLOCKSEO2016","GOA_trawl_biomass_mtons",1993,12337,1,NA
"4026","POLLOCKSEO2016","GOA_trawl_biomass_mtons",1996,75596,1,NA
"4027","POLLOCKSEO2016","GOA_trawl_biomass_mtons",1999,31836,1,NA
"4028","POLLOCKSEO2016","GOA_trawl_biomass_mtons",2003,28979,1,NA
"4029","POLLOCKSEO2016","GOA_trawl_biomass_mtons",2005,26658,1,NA
"4030","POLLOCKSEO2016","GOA_trawl_biomass_mtons",2007,36901,1,NA
"4031","POLLOCKSEO2016","GOA_trawl_biomass_mtons",2009,41075,1,NA
"4032","POLLOCKSEO2016","GOA_trawl_biomass_mtons",2011,47885,1,NA
"4033","POLLOCKSEO2016","GOA_trawl_biomass_mtons",2013,66969,1,NA
"4034","POLLOCKSEO2016","GOA_trawl_biomass_mtons",2015,39879,1,NA
"4035","PCODAI2016","TOTALCATCH",1991,9798,1,NA
"4036","PCODAI2016","TOTALCATCH",1992,43068,1,NA
"4037","PCODAI2016","TOTALCATCH",1993,34205,1,NA
"4038","PCODAI2016","TOTALCATCH",1994,21539,1,NA
"4039","PCODAI2016","TOTALCATCH",1995,16534,1,NA
"4040","PCODAI2016","TOTALCATCH",1996,31609,1,NA
"4041","PCODAI2016","TOTALCATCH",1997,25164,1,NA
"4042","PCODAI2016","TOTALCATCH",1998,34726,1,NA
"4043","PCODAI2016","TOTALCATCH",1999,28130,1,NA
"4044","PCODAI2016","TOTALCATCH",2000,39685,1,NA
"4045","PCODAI2016","TOTALCATCH",2001,34207,1,NA
"4046","PCODAI2016","TOTALCATCH",2002,30801,1,NA
"4047","PCODAI2016","TOTALCATCH",2003,32457,1,NA
"4048","PCODAI2016","TOTALCATCH",2004,28873,1,NA
"4049","PCODAI2016","TOTALCATCH",2005,22694,1,NA
"4050","PCODAI2016","TOTALCATCH",2006,24211,1,NA
"4051","PCODAI2016","TOTALCATCH",2007,34355,1,NA
"4052","PCODAI2016","TOTALCATCH",2008,31229,1,NA
"4053","PCODAI2016","TOTALCATCH",2009,28582,1,NA
"4054","PCODAI2016","TOTALCATCH",2010,29003,1,NA
"4055","PCODAI2016","TOTALCATCH",2011,10858,1,NA
"4056","PCODAI2016","TOTALCATCH",2012,18220,1,NA
"4057","PCODAI2016","TOTALCATCH",2013,13583,1,NA
"4058","PCODAI2016","TOTALCATCH",2014,10592,1,NA
"4059","PCODAI2016","TOTALCATCH",2015,9225,1,NA
"4060","PCODAI2016","random_effects_model",1991,171063,1,NA
"4061","PCODAI2016","random_effects_model",1992,158448,1,NA
"4062","PCODAI2016","random_effects_model",1993,146763,1,NA
"4063","PCODAI2016","random_effects_model",1994,135940,1,NA
"4064","PCODAI2016","random_effects_model",1995,115740,1,NA
"4065","PCODAI2016","random_effects_model",1996,98541,1,NA
"4066","PCODAI2016","random_effects_model",1997,83898,1,NA
"4067","ATKABSAI2016","AI_trawl_relative_biomass",1991,708299,1,NA
"4068","ATKABSAI2016","AI_trawl_relative_biomass",1994,686007,1,NA
"4069","ATKABSAI2016","AI_trawl_relative_biomass",1997,461997,1,NA
"4070","ATKABSAI2016","AI_trawl_relative_biomass",2000,514332,1,NA
"4071","ATKABSAI2016","AI_trawl_relative_biomass",2002,836195,1,NA
"4072","ATKABSAI2016","AI_trawl_relative_biomass",2004,1157084,1,NA
"4073","ATKABSAI2016","AI_trawl_relative_biomass",2006,741358,1,NA
"4074","ATKABSAI2016","AI_trawl_relative_biomass",2010,930252,1,NA
"4075","ATKABSAI2016","AI_trawl_relative_biomass",2012,276877,1,NA
"4076","ATKABSAI2016","AI_trawl_relative_biomass",2014,723928,1,NA
"4077","ATKABSAI2016","AI_trawl_relative_biomass",2016,448166,1,NA
"4078","PCODEBS2016","EBS_trawl_biomass_mtons",1982,1013061,1,NA
"4079","PCODEBS2016","EBS_trawl_biomass_mtons",1983,1187096,1,NA
"4080","PCODEBS2016","EBS_trawl_biomass_mtons",1984,1013558,1,NA
"4081","PCODEBS2016","EBS_trawl_biomass_mtons",1985,1001112,1,NA
"4082","PCODEBS2016","EBS_trawl_biomass_mtons",1986,1118006,1,NA
"4083","PCODEBS2016","EBS_trawl_biomass_mtons",1987,1027518,1,NA
"4084","PCODEBS2016","EBS_trawl_biomass_mtons",1988,960962,1,NA
"4085","PCODEBS2016","EBS_trawl_biomass_mtons",1989,833473,1,NA
"4086","PCODEBS2016","EBS_trawl_biomass_mtons",1990,691256,1,NA
"4087","PCODEBS2016","EBS_trawl_biomass_mtons",1991,514407,1,NA
"4088","PCODEBS2016","EBS_trawl_biomass_mtons",1992,529049,1,NA
"4089","PCODEBS2016","EBS_trawl_biomass_mtons",1993,663308,1,NA
"4090","PCODEBS2016","EBS_trawl_biomass_mtons",1994,1360790,1,NA
"4091","PCODEBS2016","EBS_trawl_biomass_mtons",1995,1002961,1,NA
"4092","PCODEBS2016","EBS_trawl_biomass_mtons",1996,889366,1,NA
"4093","PCODEBS2016","EBS_trawl_biomass_mtons",1997,604439,1,NA
"4094","PCODEBS2016","EBS_trawl_biomass_mtons",1998,534150,1,NA
"4095","PCODEBS2016","EBS_trawl_biomass_mtons",1999,569765,1,NA
"4096","PCODEBS2016","EBS_trawl_biomass_mtons",2000,531171,1,NA
"4097","PCODEBS2016","EBS_trawl_biomass_mtons",2001,811816,1,NA
"4098","PCODEBS2016","EBS_trawl_biomass_mtons",2002,584565,1,NA
"4099","PCODEBS2016","EBS_trawl_biomass_mtons",2003,590973,1,NA
"4100","PCODEBS2016","EBS_trawl_biomass_mtons",2004,562309,1,NA
"4101","PCODEBS2016","EBS_trawl_biomass_mtons",2005,606050,1,NA
"4102","PCODEBS2016","EBS_trawl_biomass_mtons",2006,517698,1,NA
"4103","PCODEBS2016","EBS_trawl_biomass_mtons",2007,423704,1,NA
"4104","PCODEBS2016","EBS_trawl_biomass_mtons",2008,403125,1,NA
"4105","PCODEBS2016","EBS_trawl_biomass_mtons",2009,421291,1,NA
"4106","PCODEBS2016","EBS_trawl_biomass_mtons",2010,860210,1,NA
"4107","PCODEBS2016","EBS_trawl_biomass_mtons",2011,896039,1,NA
"4108","PCODEBS2016","EBS_trawl_biomass_mtons",2012,890665,1,NA
"4109","PCODEBS2016","EBS_trawl_biomass_mtons",2013,791958,1,NA
"4110","PCODEBS2016","EBS_trawl_biomass_mtons",2014,1079712,1,NA
"4111","PCODEBS2016","EBS_trawl_biomass_mtons",2015,1102261,1,NA
"4112","PCODEBS2016","EBS_trawl_biomass_mtons",2016,944621,1,NA
"4113","KAMCHATKABSAI2016","EBS_trawl_biomass_mtons",1993,38376,1,NA
"4114","KAMCHATKABSAI2016","EBS_trawl_biomass_mtons",1994,56268,1,NA
"4115","KAMCHATKABSAI2016","EBS_trawl_biomass_mtons",1995,28393,1,NA
"4116","KAMCHATKABSAI2016","EBS_trawl_biomass_mtons",1996,24196,1,NA
"4117","KAMCHATKABSAI2016","EBS_trawl_biomass_mtons",1997,18282,1,NA
"4118","KAMCHATKABSAI2016","EBS_trawl_biomass_mtons",1998,23474,1,NA
"4119","KAMCHATKABSAI2016","EBS_trawl_biomass_mtons",1999,18974,1,NA
"4120","KAMCHATKABSAI2016","EBS_trawl_biomass_mtons",2000,21551,1,NA
"4121","KAMCHATKABSAI2016","EBS_trawl_biomass_mtons",2001,31120,1,NA
"4122","KAMCHATKABSAI2016","EBS_trawl_biomass_mtons",2002,25213,1,NA
"4123","KAMCHATKABSAI2016","EBS_trawl_biomass_mtons",2003,27531,1,NA
"4124","KAMCHATKABSAI2016","EBS_trawl_biomass_mtons",2004,29663,1,NA
"4125","KAMCHATKABSAI2016","EBS_trawl_biomass_mtons",2005,46084,1,NA
"4126","KAMCHATKABSAI2016","EBS_trawl_biomass_mtons",2006,61644,1,NA
"4127","KAMCHATKABSAI2016","EBS_trawl_biomass_mtons",2007,65191,1,NA
"4128","KAMCHATKABSAI2016","EBS_trawl_biomass_mtons",2008,53967,1,NA
"4129","KAMCHATKABSAI2016","EBS_trawl_biomass_mtons",2009,47252,1,NA
"4130","KAMCHATKABSAI2016","EBS_trawl_biomass_mtons",2010,51927,1,NA
"4131","KAMCHATKABSAI2016","EBS_trawl_biomass_mtons",2011,46094,1,NA
"4132","KAMCHATKABSAI2016","EBS_trawl_biomass_mtons",2012,42850,1,NA
"4133","KAMCHATKABSAI2016","EBS_trawl_biomass_mtons",2013,46380,1,NA
"4134","KAMCHATKABSAI2016","EBS_trawl_biomass_mtons",2014,58036,1,NA
"4135","KAMCHATKABSAI2016","EBS_trawl_biomass_mtons",2015,60331,1,NA
"4136","KAMCHATKABSAI2016","EBS_trawl_biomass_mtons",2016,55324,1,NA
"4137","KAMCHATKABSAI2016","BS_slope_trawl_biomass_mtons",2002,18645,1,NA
"4138","KAMCHATKABSAI2016","BS_slope_trawl_biomass_mtons",2004,14740,1,NA
"4139","KAMCHATKABSAI2016","BS_slope_trawl_biomass_mtons",2008,24822,1,NA
"4140","KAMCHATKABSAI2016","BS_slope_trawl_biomass_mtons",2010,27875,1,NA
"4141","KAMCHATKABSAI2016","BS_slope_trawl_biomass_mtons",2012,32787,1,NA
"4142","KAMCHATKABSAI2016","BS_slope_trawl_biomass_mtons",2016,21369,1,NA
"4143","KAMCHATKABSAI2016","AI_trawl_biomass_mtons",1991,16255,1,NA
"4144","KAMCHATKABSAI2016","AI_trawl_biomass_mtons",1994,49156,1,NA
"4145","KAMCHATKABSAI2016","AI_trawl_biomass_mtons",1997,37664,1,NA
"4146","KAMCHATKABSAI2016","AI_trawl_biomass_mtons",2000,28535,1,NA
"4147","KAMCHATKABSAI2016","AI_trawl_biomass_mtons",2002,49035,1,NA
"4148","KAMCHATKABSAI2016","AI_trawl_biomass_mtons",2004,39219,1,NA
"4149","KAMCHATKABSAI2016","AI_trawl_biomass_mtons",2006,45369,1,NA
"4150","KAMCHATKABSAI2016","AI_trawl_biomass_mtons",2010,53961,1,NA
"4151","KAMCHATKABSAI2016","AI_trawl_biomass_mtons",2012,35100,1,NA
"4152","KAMCHATKABSAI2016","AI_trawl_biomass_mtons",2014,45157,1,NA
"4153","KAMCHATKABSAI2016","AI_trawl_biomass_mtons",2016,27968,1,NA
"4154","KAMCHATKABSAI2016","EBS_trawl_biomass_mtons",1991,37152,1,NA
"4155","KAMCHATKABSAI2016","EBS_trawl_biomass_mtons",1992,50081,1,NA
"4156","NROCKSOLEBSAI2016","EBS_trawl_biomass_mtons",1982,600630,1,NA
"4157","NROCKSOLEBSAI2016","EBS_trawl_biomass_mtons",1983,759588,1,NA
"4158","NROCKSOLEBSAI2016","EBS_trawl_biomass_mtons",1984,850355,1,NA
"4159","NROCKSOLEBSAI2016","EBS_trawl_biomass_mtons",1985,695465,1,NA
"4160","NROCKSOLEBSAI2016","EBS_trawl_biomass_mtons",1986,1086290,1,NA
"4161","NROCKSOLEBSAI2016","EBS_trawl_biomass_mtons",1987,1273490,1,NA
"4162","NROCKSOLEBSAI2016","EBS_trawl_biomass_mtons",1988,1480560,1,NA
"4163","NROCKSOLEBSAI2016","EBS_trawl_biomass_mtons",1989,1326690,1,NA
"4164","NROCKSOLEBSAI2016","EBS_trawl_biomass_mtons",1990,1384450,1,NA
"4165","NROCKSOLEBSAI2016","EBS_trawl_biomass_mtons",1991,1585650,1,NA
"4166","NROCKSOLEBSAI2016","EBS_trawl_biomass_mtons",1992,1549540,1,NA
"4167","NROCKSOLEBSAI2016","EBS_trawl_biomass_mtons",1993,1995600,1,NA
"4168","NROCKSOLEBSAI2016","EBS_trawl_biomass_mtons",1994,2724850,1,NA
"4169","NROCKSOLEBSAI2016","EBS_trawl_biomass_mtons",1995,2180560,1,NA
"4170","NROCKSOLEBSAI2016","EBS_trawl_biomass_mtons",1996,2070260,1,NA
"4171","NROCKSOLEBSAI2016","EBS_trawl_biomass_mtons",1997,2623160,1,NA
"4172","NROCKSOLEBSAI2016","EBS_trawl_biomass_mtons",1998,2196170,1,NA
"4173","NROCKSOLEBSAI2016","EBS_trawl_biomass_mtons",1999,1648100,1,NA
"4174","NROCKSOLEBSAI2016","EBS_trawl_biomass_mtons",2000,2080730,1,NA
"4175","NROCKSOLEBSAI2016","EBS_trawl_biomass_mtons",2001,2344160,1,NA
"4176","NROCKSOLEBSAI2016","EBS_trawl_biomass_mtons",2002,1883590,1,NA
"4177","NROCKSOLEBSAI2016","EBS_trawl_biomass_mtons",2003,2111310,1,NA
"4178","NROCKSOLEBSAI2016","EBS_trawl_biomass_mtons",2004,2196170,1,NA
"4179","NROCKSOLEBSAI2016","EBS_trawl_biomass_mtons",2005,2121080,1,NA
"4180","NROCKSOLEBSAI2016","EBS_trawl_biomass_mtons",2006,2216430,1,NA
"4181","NROCKSOLEBSAI2016","EBS_trawl_biomass_mtons",2007,2034300,1,NA
"4182","NROCKSOLEBSAI2016","EBS_trawl_biomass_mtons",2008,2031890,1,NA
"4183","NROCKSOLEBSAI2016","EBS_trawl_biomass_mtons",2009,1539000,1,NA
"4184","NROCKSOLEBSAI2016","EBS_trawl_biomass_mtons",2010,2065700,1,NA
"4185","NROCKSOLEBSAI2016","EBS_trawl_biomass_mtons",2011,1977300,1,NA
"4186","NROCKSOLEBSAI2016","EBS_trawl_biomass_mtons",2012,1920420,1,NA
"4187","NROCKSOLEBSAI2016","EBS_trawl_biomass_mtons",2013,1752970,1,NA
"4188","NROCKSOLEBSAI2016","EBS_trawl_biomass_mtons",2014,1857450,1,NA
"4189","NROCKSOLEBSAI2016","EBS_trawl_biomass_mtons",2015,1411830,1,NA
"4190","NROCKSOLEBSAI2016","EBS_trawl_biomass_mtons",2016,1461270,1,NA
"4191","PLAICEBSAI2016","EBS_trawl_biomass_mtons",1982,715408,1,NA
"4192","PLAICEBSAI2016","EBS_trawl_biomass_mtons",1983,742973,1,NA
"4193","PCODAI2016","random_effects_model",2000,103077,1,NA
"4194","PCODAI2016","random_effects_model",2001,91613,1,NA
"4195","PCODAI2016","random_effects_model",2002,81424,1,NA
"4196","PCODAI2016","random_effects_model",2003,80916,1,NA
"4197","PCODAI2016","random_effects_model",2004,80411,1,NA
"4198","PCODAI2016","random_effects_model",2005,78602,1,NA
"4199","PCODAI2016","random_effects_model",2006,76833,1,NA
"4200","PCODAI2016","random_effects_model",2007,72422,1,NA
"4201","PCODAI2016","random_effects_model",2008,68263,1,NA
"4202","PCODAI2016","random_effects_model",2009,64344,1,NA
"4203","PCODAI2016","random_effects_model",2010,60650,1,NA
"4204","PCODAI2016","random_effects_model",2011,61233,1,NA
"4205","PCODAI2016","random_effects_model",2012,61822,1,NA
"4206","PCODAI2016","random_effects_model",2013,66577,1,NA
"4207","PCODAI2016","random_effects_model",2014,71699,1,NA
"4208","PCODAI2016","random_effects_model",2015,75524,1,NA
"4209","PCODAI2016","random_effects_model",2016,79553,1,NA
"4210","PCODAI2016","AI_trawl_biomass_mtons",1991,180170,1,NA
"4211","PCODAI2016","AI_trawl_biomass_mtons",1994,153416,1,NA
"4212","PCODAI2016","AI_trawl_biomass_mtons",1997,72848,1,NA
"4213","PCODAI2016","AI_trawl_biomass_mtons",2000,127834,1,NA
"4214","PCODAI2016","AI_trawl_biomass_mtons",2002,73551,1,NA
"4215","PCODAI2016","AI_trawl_biomass_mtons",2004,82219,1,NA
"4216","PCODAI2016","AI_trawl_biomass_mtons",2006,84861,1,NA
"4217","PCODAI2016","AI_trawl_biomass_mtons",2010,55826,1,NA
"4218","PCODAI2016","AI_trawl_biomass_mtons",2012,58911,1,NA
"4219","PCODAI2016","AI_trawl_biomass_mtons",2014,73608,1,NA
"4220","PCODAI2016","AI_trawl_biomass_mtons",2016,84409,1,NA
"4221","PLAICEBSAI2016","EBS_trawl_biomass_mtons",1984,789180,1,NA
"4222","PLAICEBSAI2016","EBS_trawl_biomass_mtons",1985,579978,1,NA
"4223","PLAICEBSAI2016","EBS_trawl_biomass_mtons",1986,553899,1,NA
"4224","PLAICEBSAI2016","EBS_trawl_biomass_mtons",1987,565376,1,NA
"4225","PLAICEBSAI2016","EBS_trawl_biomass_mtons",1988,698170,1,NA
"4226","PLAICEBSAI2016","EBS_trawl_biomass_mtons",1989,537204,1,NA
"4227","PLAICEBSAI2016","EBS_trawl_biomass_mtons",1990,525127,1,NA
"4228","PLAICEBSAI2016","EBS_trawl_biomass_mtons",1991,529705,1,NA
"4229","PLAICEBSAI2016","EBS_trawl_biomass_mtons",1992,530595,1,NA
"4230","PLAICEBSAI2016","EBS_trawl_biomass_mtons",1993,515855,1,NA
"4231","PLAICEBSAI2016","EBS_trawl_biomass_mtons",1994,623265,1,NA
"4232","PLAICEBSAI2016","EBS_trawl_biomass_mtons",1995,553285,1,NA
"4233","PLAICEBSAI2016","EBS_trawl_biomass_mtons",1996,531723,1,NA
"4234","PLAICEBSAI2016","EBS_trawl_biomass_mtons",1997,641216,1,NA
"4235","PLAICEBSAI2016","EBS_trawl_biomass_mtons",1998,455877,1,NA
"4236","PLAICEBSAI2016","EBS_trawl_biomass_mtons",1999,548314,1,NA
"4237","PLAICEBSAI2016","EBS_trawl_biomass_mtons",2000,446097,1,NA
"4238","PLAICEBSAI2016","EBS_trawl_biomass_mtons",2001,546224,1,NA
"4239","PLAICEBSAI2016","EBS_trawl_biomass_mtons",2002,429167,1,NA
"4240","PLAICEBSAI2016","EBS_trawl_biomass_mtons",2003,462036,1,NA
"4241","PLAICEBSAI2016","EBS_trawl_biomass_mtons",2004,493674,1,NA
"4242","PLAICEBSAI2016","EBS_trawl_biomass_mtons",2005,513374,1,NA
"4243","PLAICEBSAI2016","EBS_trawl_biomass_mtons",2006,642008,1,NA
"4244","PLAICEBSAI2016","EBS_trawl_biomass_mtons",2007,422972,1,NA
"4245","PLAICEBSAI2016","EBS_trawl_biomass_mtons",2008,509302,1,NA
"4246","PLAICEBSAI2016","EBS_trawl_biomass_mtons",2009,529690,1,NA
"4247","PLAICEBSAI2016","EBS_trawl_biomass_mtons",2010,498009,1,NA
"4248","PLAICEBSAI2016","EBS_trawl_biomass_mtons",2011,519578,1,NA
"4249","PLAICEBSAI2016","EBS_trawl_biomass_mtons",2012,581896,1,NA
"4250","PLAICEBSAI2016","EBS_trawl_biomass_mtons",2013,505583,1,NA
"4251","PLAICEBSAI2016","EBS_trawl_biomass_mtons",2014,451624,1,NA
"4252","PLAICEBSAI2016","EBS_trawl_biomass_mtons",2015,355640,1,NA
"4253","PLAICEBSAI2016","EBS_trawl_biomass_mtons",2016,425217,1,NA
"4254","YFINBSAI2016","EBS_trawl_biomass_mtons",1982,3509130,1,NA
"4255","YFINBSAI2016","EBS_trawl_biomass_mtons",1983,3672420,1,NA
"4256","YFINBSAI2016","EBS_trawl_biomass_mtons",1984,3341320,1,NA
"4257","YFINBSAI2016","EBS_trawl_biomass_mtons",1985,2398080,1,NA
"4258","YFINBSAI2016","EBS_trawl_biomass_mtons",1986,2031600,1,NA
"4259","YFINBSAI2016","EBS_trawl_biomass_mtons",1987,2511840,1,NA
"4260","YFINBSAI2016","EBS_trawl_biomass_mtons",1988,2180750,1,NA
"4261","YFINBSAI2016","EBS_trawl_biomass_mtons",1989,2313620,1,NA
"4262","YFINBSAI2016","EBS_trawl_biomass_mtons",1990,2179610,1,NA
"4263","YFINBSAI2016","EBS_trawl_biomass_mtons",1991,2391860,1,NA
"4264","PCODAI2016","random_effects_model",1998,89858,1,NA
